source,target,direction
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hgsnat,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hmmr,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hpse,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hpse2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hs2st1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hs3st1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hs3st2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hs3st3a1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hs3st3b1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hs3st4,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hs3st5,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hs3st6,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hs6st1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hs6st2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hs6st3,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hyal1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hyal2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Hyal3,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Ids,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Idua,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Kera,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Lum,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Lyve1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Naglu,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Ndst1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Ndst2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Ndst3,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Ndst4,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Ogn,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Omd,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Papss1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Papss2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Prelp,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Sdc1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Sdc2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Sdc3,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Sdc4,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Sgsh,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Slc26a1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Slc26a2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Slc35b2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Slc35b3,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Slc35d2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Slc9a1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,St3gal1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,St3gal2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,St3gal3,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,St3gal4,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,St3gal6,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Stab2,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Ust,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Vcan,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Xylt1,Down
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,Xylt2,Down
REACTOME_METABOLISM_OF_CARBOHYDRATES,Aaas,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Abcc5,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Abo,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Acan,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Adpgk,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Agl,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Agrn,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Akr1a1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Akr1b1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Aldh1a1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Aldoa,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Aldob,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Aldoc,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Arsb,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3galt1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3galt2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3galt4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3galt5,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3galt6,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3gat1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3gat2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3gat3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3gnt2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3gnt3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3gnt4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B3gnt7,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B4galnt2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B4galt1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B4galt2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B4galt3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B4galt4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B4galt5,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B4galt6,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B4galt7,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,B4gat1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Bcan,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Bgn,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Bpgm,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Calm1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Calm2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Calm3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Cd44,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Cemip,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chp1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chpf,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chpf2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chst1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chst11,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chst12,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chst13,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chst14,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chst15,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chst2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chst3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chst5,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chst7,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chst9,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chsy1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Chsy3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Cryl1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Csgalnact1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Csgalnact2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Cspg4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Cspg5,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Dcn,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Dcxr,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Dera,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Dse,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Dsel,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Eno2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Eno3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Eno4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Ext1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Ext2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Fbp1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Fbp2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Fmod,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Fut1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Fut10,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Fut11,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Fut2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Fut4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Fut7,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Fut9,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,G6pc1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,G6pc2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,G6pc3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,G6pdx,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gaa,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gale,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Galk1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Galns,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Galt,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gapdh,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gapdhs,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gbe1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gck,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gckr,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Glb1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Glb1l,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Glb1l2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Glb1l3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Glyctk,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gnpda1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gnpda2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gns,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gpc1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gpc2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gpc3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gpc4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gpc5,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gpc6,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gpi1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gusb,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gyg1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Gys1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Has1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Has2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Has3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hexa,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hexb,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hgsnat,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hk1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hk2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hk3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hkdc1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hmmr,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hpse,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hpse2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hs2st1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hs3st1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hs3st2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hs3st3a1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hs3st3b1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hs3st4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hs3st5,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hs3st6,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hs6st1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hs6st2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hs6st3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hyal1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hyal2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Hyal3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Ids,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Idua,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Kera,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Khk,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Lalba,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Lum,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Lyve1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Man2b1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Man2b2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Man2c1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Manba,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Naglu,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Ndc1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Ndst1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Ndst2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Ndst3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Ndst4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup107,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup133,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup153,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup155,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup160,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup188,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup205,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup210,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup214,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup35,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup37,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup43,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup50,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup54,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup58,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup62,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup85,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup88,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup93,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nup98,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Nupl2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Ogn,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Omd,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Papss1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Papss2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pck1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pck2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pcx,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pfkfb1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pfkfb2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pfkfb3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pfkfb4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pfkl,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pfkm,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pfkp,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pgam1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pgam2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pgd,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pgk1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pgk2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pgls,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pgm1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pgm2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pgm2l1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Phka1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Phka2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Phkb,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Phkg1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Phkg2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pkm,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pom121,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Ppp1r3c,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Prelp,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Prps1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Prps1l1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Prps1l3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Prps2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pygl,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Pygm,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Rae1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Ranbp2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Rbks,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Rpe,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Rpia,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Sdc1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Sdc2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Sdc3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Sdc4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Sec13,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Seh1l,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Sgsh,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Shpk,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Slc26a1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Slc26a2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Slc2a1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Slc35b2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Slc35b3,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Slc35d2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Slc37a1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Slc37a2,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Slc37a4,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Slc9a1,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,Sord,Up
REACTOME_METABOLISM_OF_CARBOHYDRATES,St3gal1,Up
